"HICP_PROD","Type and product group","HICP_REGIO","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"SERV00","Services","U2","Euro area","M","Monthly","2021-10","2021M10",2.1,,
"SERV00","Services","U2","Euro area","M","Monthly","2021-11","2021M11",2.7,,
"SERV00","Services","U2","Euro area","M","Monthly","2021-12","2021M12",2.4,,
"SERV00","Services","U2","Euro area","M","Monthly","2022-09","2022M9",4.3,,
"SERV00","Services","U2","Euro area","M","Monthly","2022-10","2022M10",4.3,,
"SERV00","Services","U2","Euro area","M","Monthly","2022-11","2022M11",4.2,,
"SERV00","Services","U2","Euro area","M","Monthly","2022-12","2022M12",4.4,,
"NRGY00","Energy","BE","Belgium","A","Annual","2019","2019",-0.8,,
"NRGY00","Energy","BE","Belgium","A","Annual","2020","2020",-11,,
"NRGY00","Energy","BE","Belgium","A","Annual","2021","2021",22.4,,
"NRGY00","Energy","BE","Belgium","A","Annual","2022","2022",57.9,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-03","2019M3",8.6,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-04","2019M4",5.5,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-05","2019M5",3.7,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-06","2019M6",-1.3,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-04","2020M4",-16.8,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-05","2020M5",-18.9,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-06","2020M6",-13.1,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-07","2020M7",-11.2,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-04","2021M4",16.2,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-05","2021M5",19.8,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-06","2021M6",18.8,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-07","2021M7",22.1,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-08","2021M8",24.5,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-05","2022M5",65.5,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-06","2022M6",64.6,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-07","2022M7",55.1,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-08","2022M8",55.3,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-01","2019M1",4.3,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-02","2019M2",6.2,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-11","2019M11",-8.6,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-12","2019M12",-3.7,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-01","2020M1",-0.3,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-02","2020M2",-5.6,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-03","2020M3",-11.8,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-12","2020M12",-9.2,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-01","2021M1",-6.7,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-02","2021M2",0.1,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-03","2021M3",8.7,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-01","2022M1",67,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-02","2022M2",65.9,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-03","2022M3",64.8,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-04","2022M4",62.9,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2023-01","2023M1",0.9,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2023-02","2023M2",-14.7,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2023-03","2023M3",-19.2,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2023-04","2023M4",-27.2,"E","Estimated"
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-07","2019M7",-2.8,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-08","2019M8",-4.6,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-09","2019M9",-5.3,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2019-10","2019M10",-9,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-08","2020M8",-10.6,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-09","2020M9",-11.9,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-10","2020M10",-11,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2020-11","2020M11",-11.1,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-09","2021M9",27.3,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-10","2021M10",40.6,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-11","2021M11",55.7,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2021-12","2021M12",46.8,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-09","2022M9",67.2,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-10","2022M10",69.2,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-11","2022M11",37.9,,
"NRGY00","Energy","BE","Belgium","M","Monthly","2022-12","2022M12",33,,
"FOODPR","Processed food","BE","Belgium","A","Annual","2019","2019",1.7,,
"FOODPR","Processed food","BE","Belgium","A","Annual","2020","2020",2.1,,
"FOODPR","Processed food","BE","Belgium","A","Annual","2021","2021",1.7,,
"FOODPR","Processed food","BE","Belgium","A","Annual","2022","2022",8.4,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-03","2019M3",1.7,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-04","2019M4",1.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-05","2019M5",1.4,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-06","2019M6",1.7,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-04","2020M4",2.7,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-05","2020M5",2.7,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-06","2020M6",1.8,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-07","2020M7",1.9,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-04","2021M4",0.9,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-05","2021M5",1,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-06","2021M6",1.4,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-07","2021M7",1.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-08","2021M8",1.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-05","2022M5",6.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-06","2022M6",8.3,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-07","2022M7",9.3,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-08","2022M8",9.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-01","2019M1",2.2,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-02","2019M2",1.9,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-11","2019M11",1.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-12","2019M12",1.5,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-01","2020M1",1.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-02","2020M2",2.2,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-03","2020M3",2.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-12","2020M12",1.7,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-01","2021M1",1.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-02","2021M2",1.3,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-03","2021M3",1.1,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-01","2022M1",4.2,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-02","2022M2",4.5,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-03","2022M3",4.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-04","2022M4",5.2,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2023-01","2023M1",16.3,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2023-02","2023M2",16.9,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2023-03","2023M3",17.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2023-04","2023M4",15.1,"E","Estimated"
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-07","2019M7",1.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-08","2019M8",1.8,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-09","2019M9",1.7,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2019-10","2019M10",1.5,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-08","2020M8",2.4,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-09","2020M9",2.1,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-10","2020M10",2.1,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2020-11","2020M11",1.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-09","2021M9",1.8,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-10","2021M10",2.4,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-11","2021M11",2.9,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2021-12","2021M12",3.2,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-09","2022M9",10.5,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-10","2022M10",11.6,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-11","2022M11",13.1,,
"FOODPR","Processed food","BE","Belgium","M","Monthly","2022-12","2022M12",13.5,,
"XEF000","Underlying trend in inflation","U2","Euro area","A","Annual","2019","2019",1,,
"XEF000","Underlying trend in inflation","U2","Euro area","A","Annual","2020","2020",0.7,,
"XEF000","Underlying trend in inflation","U2","Euro area","A","Annual","2021","2021",1.5,,
"XEF000","Underlying trend in inflation","U2","Euro area","A","Annual","2022","2022",3.9,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-03","2019M3",0.8,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-04","2019M4",1.3,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-05","2019M5",0.8,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-06","2019M6",1.1,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-04","2020M4",0.9,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-05","2020M5",0.9,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-06","2020M6",0.8,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-07","2020M7",1.2,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-04","2021M4",0.7,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-05","2021M5",1,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-06","2021M6",0.9,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-07","2021M7",0.7,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-08","2021M8",1.6,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-05","2022M5",3.8,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-06","2022M6",3.7,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-07","2022M7",4,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-08","2022M8",4.3,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-01","2019M1",1.1,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-02","2019M2",1,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-11","2019M11",1.3,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-12","2019M12",1.3,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-01","2020M1",1.1,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-02","2020M2",1.2,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-03","2020M3",1,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-12","2020M12",0.2,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-01","2021M1",1.4,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-02","2021M2",1.1,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-03","2021M3",0.9,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-01","2022M1",2.3,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-02","2022M2",2.7,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-03","2022M3",3,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-04","2022M4",3.5,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2023-01","2023M1",5.3,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2023-02","2023M2",5.6,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2023-03","2023M3",5.7,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2023-04","2023M4",5.6,"E","Estimated"
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-07","2019M7",0.9,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-08","2019M8",0.9,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-09","2019M9",1,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2019-10","2019M10",1.1,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-08","2020M8",0.4,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-09","2020M9",0.2,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-10","2020M10",0.2,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2020-11","2020M11",0.2,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-09","2021M9",1.9,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-10","2021M10",2,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-11","2021M11",2.6,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2021-12","2021M12",2.6,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-09","2022M9",4.8,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-10","2022M10",5,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-11","2022M11",5,,
"XEF000","Underlying trend in inflation","U2","Euro area","M","Monthly","2022-12","2022M12",5.2,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-03","2019M3",1.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-04","2019M4",1.7,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-05","2019M5",1.2,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-06","2019M6",1.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-04","2020M4",0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-05","2020M5",0.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-06","2020M6",0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-07","2020M7",0.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-04","2021M4",1.6,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-05","2021M5",2,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-06","2021M6",1.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-07","2021M7",2.2,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-08","2021M8",3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-05","2022M5",8.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-06","2022M6",8.6,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-07","2022M7",8.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-08","2022M8",9.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-01","2019M1",1.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-02","2019M2",1.5,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-11","2019M11",1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-12","2019M12",1.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-01","2020M1",1.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-02","2020M2",1.2,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-03","2020M3",0.7,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-12","2020M12",-0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-01","2021M1",0.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-02","2021M2",0.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-03","2021M3",1.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-01","2022M1",5.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-02","2022M2",5.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-03","2022M3",7.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-04","2022M4",7.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2023-01","2023M1",8.6,,
"000000","Total HICP","U2","Euro area","M","Monthly","2023-02","2023M2",8.5,,
"000000","Total HICP","U2","Euro area","M","Monthly","2023-03","2023M3",6.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2023-04","2023M4",7,"E","Estimated"
"000000","Total HICP","U2","Euro area","M","Monthly","2019-07","2019M7",1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-08","2019M8",1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-09","2019M9",0.8,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-10","2019M10",0.7,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-08","2020M8",-0.2,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-09","2020M9",-0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-10","2020M10",-0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-11","2020M11",-0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-09","2021M9",3.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-10","2021M10",4.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-11","2021M11",4.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-12","2021M12",5,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-09","2022M9",9.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-10","2022M10",10.6,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-11","2022M11",10.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-12","2022M12",9.2,,
"99_9_9_9_99","Inflation (general index NICP)","BE","Belgium","A","Annual","2019","2019",1.44,,
"99_9_9_9_99","Inflation (general index NICP)","BE","Belgium","A","Annual","2020","2020",0.74,,
"99_9_9_9_99","Inflation (general index NICP)","BE","Belgium","A","Annual","2021","2021",2.44,,
